method,dataset,split,category,arm,eval_mode,metric,auroc,aupr,fpr95,n_eval,drift_delay,seed,timestamp
ae_adwin_lstm,TSB-M-OOD_019_SEG_200001_036_GHL_id_5_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.9169,0.9024,0.381,623,6.0,42,2026-08-25T11:40:45
tdivdm,TSB-M-OOD_019_SEG_200001_036_GHL_id_5_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.9805,0.9829,0.1048,623,,42,2026-08-25T11:40:54
driftlens,TSB-M-OOD_021_SEG_200001_052_GHL_id_21_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.0527,,,46,,42,2026-08-25T11:46:33
ae_adwin_lstm,TSB-M-OOD_021_SEG_200001_052_GHL_id_21_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5586,0.4256,0.9477,745,15.0,42,2026-08-25T11:46:39
tdivdm,TSB-M-OOD_021_SEG_200001_052_GHL_id_21_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.7961,0.678,0.671,745,,42,2026-08-25T11:46:54
driftlens,TSB-M-OOD_022_SEG_200001_054_GHL_id_23_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.1662,,,60,,42,2026-08-25T11:51:47
ae_adwin_lstm,TSB-M-OOD_022_SEG_200001_054_GHL_id_23_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.6867,0.4922,0.7409,966,7.0,42,2026-08-25T11:51:50
tdivdm,TSB-M-OOD_022_SEG_200001_054_GHL_id_23_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8046,0.7154,0.7204,966,,42,2026-08-25T11:52:05
driftlens,TSB-M-OOD_025_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7114,,,68,,42,2026-08-25T11:55:59
ae_adwin_lstm,TSB-M-OOD_025_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5533,0.521,0.9475,1097,5.0,42,2026-08-25T11:56:01
tdivdm,TSB-M-OOD_025_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.4653,0.4045,0.9327,1097,,42,2026-08-25T11:56:15
driftlens,TSB-M-OOD_026_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7114,,,68,,42,2026-08-25T12:00:09
ae_adwin_lstm,TSB-M-OOD_026_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5545,0.5186,0.9475,1097,5.0,42,2026-08-25T12:00:12
tdivdm,TSB-M-OOD_026_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.4672,0.412,0.9327,1097,,42,2026-08-25T12:00:27
driftlens,TSB-M-OOD_027_SEG_175001_050_GHL_id_19_Sensor_tr_43750,M,OOD,none,batch_level,batch_auroc,0.2812,,,34,,42,2026-08-25T12:02:09
ae_adwin_lstm,TSB-M-OOD_027_SEG_175001_050_GHL_id_19_Sensor_tr_43750,M,OOD,none,ordered_per_window,per_sample_auroc,0.7481,0.7605,0.6512,548,6.0,42,2026-08-25T12:02:10
tdivdm,TSB-M-OOD_027_SEG_175001_050_GHL_id_19_Sensor_tr_43750,M,OOD,none,ordered_per_window,per_sample_auroc,0.9294,0.9601,0.9419,548,,42,2026-08-25T12:02:16
driftlens,TSB-M-OOD_033_SEG_200001_034_GHL_id_3_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.1975,,,54,,42,2026-08-25T12:06:32
ae_adwin_lstm,TSB-M-OOD_033_SEG_200001_034_GHL_id_3_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.7691,0.6092,0.5507,875,5.0,42,2026-08-25T12:06:34
tdivdm,TSB-M-OOD_033_SEG_200001_034_GHL_id_3_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.66,0.5178,0.9965,875,,42,2026-08-25T12:06:49
driftlens,TSB-M-OOD_035_SEG_200001_044_GHL_id_13_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.3446,,,61,,42,2026-08-25T12:12:28
ae_adwin_lstm,TSB-M-OOD_035_SEG_200001_044_GHL_id_13_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.3421,0.2307,0.9838,982,1.0,42,2026-08-25T12:12:30
tdivdm,TSB-M-OOD_035_SEG_200001_044_GHL_id_13_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5244,0.3768,0.8132,982,,42,2026-08-25T12:12:44
driftlens,TSB-M-OOD_036_SEG_200001_041_GHL_id_10_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.1536,,,35,,42,2026-08-25T12:14:34
ae_adwin_lstm,TSB-M-OOD_036_SEG_200001_041_GHL_id_10_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.7918,0.8168,0.809,569,3.0,42,2026-08-25T12:14:34
tdivdm,TSB-M-OOD_036_SEG_200001_041_GHL_id_10_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8928,0.9148,0.5993,569,,42,2026-08-25T12:14:39
driftlens,TSB-M-OOD_038_SEG_200001_034_GHL_id_3_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.1975,,,54,,42,2026-08-25T12:18:55
ae_adwin_lstm,TSB-M-OOD_038_SEG_200001_034_GHL_id_3_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.7691,0.6092,0.5507,875,5.0,42,2026-08-25T12:18:56
tdivdm,TSB-M-OOD_038_SEG_200001_034_GHL_id_3_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.66,0.5178,0.9965,875,,42,2026-08-25T12:19:06
driftlens,TSB-M-OOD_042_SEG_200001_033_GHL_id_2_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.4296,,,33,,42,2026-08-25T12:20:41
ae_adwin_lstm,TSB-M-OOD_042_SEG_200001_033_GHL_id_2_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.721,0.7427,0.7238,541,7.0,42,2026-08-25T12:20:41
tdivdm,TSB-M-OOD_042_SEG_200001_033_GHL_id_2_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.9192,0.9577,0.7657,541,,42,2026-08-25T12:20:46
driftlens,TSB-M-OOD_043_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7114,,,68,,42,2026-08-25T12:24:02
ae_adwin_lstm,TSB-M-OOD_043_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5538,0.519,0.9475,1097,5.0,42,2026-08-25T12:24:05
tdivdm,TSB-M-OOD_043_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.4636,0.4065,0.9327,1097,,42,2026-08-25T12:24:17
driftlens,TSB-M-OOD_044_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.1263,,,62,,42,2026-08-25T12:27:45
ae_adwin_lstm,TSB-M-OOD_044_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5478,0.3907,0.9701,1001,0.0,42,2026-08-25T12:27:47
tdivdm,TSB-M-OOD_044_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.9025,0.8218,0.5377,1001,,42,2026-08-25T12:27:58
driftlens,TSB-M-OOD_045_SEG_200001_032_GHL_id_1_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.1579,,,37,,42,2026-08-25T12:29:46
ae_adwin_lstm,TSB-M-OOD_045_SEG_200001_032_GHL_id_1_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.8083,0.7411,0.4197,607,1.0,42,2026-08-25T12:29:46
tdivdm,TSB-M-OOD_045_SEG_200001_032_GHL_id_1_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.9214,0.9436,0.8,607,,42,2026-08-25T12:29:51
driftlens,TSB-M-OOD_046_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.1263,,,62,,42,2026-08-25T12:33:15
ae_adwin_lstm,TSB-M-OOD_046_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5478,0.3907,0.9701,1001,0.0,42,2026-08-25T12:33:17
tdivdm,TSB-M-OOD_046_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.9025,0.8218,0.5377,1001,,42,2026-08-25T12:33:29
driftlens,TSB-M-OOD_048_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7114,,,68,,42,2026-08-25T12:36:26
ae_adwin_lstm,TSB-M-OOD_048_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5521,0.5174,0.9475,1098,5.0,42,2026-08-25T12:36:28
tdivdm,TSB-M-OOD_048_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.466,0.4063,0.9327,1098,,42,2026-08-25T12:36:43
driftlens,TSB-M-OOD_050_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,batch_level,batch_auroc,0.3333,,,8,,42,2026-08-25T12:37:13
ae_adwin_lstm,TSB-M-OOD_050_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,ordered_per_window,per_sample_auroc,0.4986,0.4935,1.0,131,10.0,42,2026-08-25T12:37:14
tdivdm,TSB-M-OOD_050_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,ordered_per_window,per_sample_auroc,0.8186,0.8165,0.8493,131,,42,2026-08-25T12:37:15
driftlens,TSB-M-OOD_051_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.4467,,,43,,42,2026-08-25T12:39:19
ae_adwin_lstm,TSB-M-OOD_051_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5692,0.4889,0.7719,700,7.0,42,2026-08-25T12:39:20
tdivdm,TSB-M-OOD_051_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8945,0.8795,0.4987,700,,42,2026-08-25T12:39:28
driftlens,TSB-M-OOD_054_SEG_200001_055_GHL_id_24_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.3176,,,52,,42,2026-08-25T12:42:13
ae_adwin_lstm,TSB-M-OOD_054_SEG_200001_055_GHL_id_24_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.3917,0.2735,0.9422,841,14.0,42,2026-08-25T12:42:14
tdivdm,TSB-M-OOD_054_SEG_200001_055_GHL_id_24_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.6274,0.3756,0.7671,841,,42,2026-08-25T12:42:27
driftlens,TSB-M-OOD_055_SEG_200001_032_GHL_id_1_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.1579,,,37,,42,2026-08-25T12:44:18
ae_adwin_lstm,TSB-M-OOD_055_SEG_200001_032_GHL_id_1_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.8083,0.7411,0.4197,607,1.0,42,2026-08-25T12:44:20
tdivdm,TSB-M-OOD_055_SEG_200001_032_GHL_id_1_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.9214,0.9436,0.8,607,,42,2026-08-25T12:44:25
driftlens,TSB-M-OOD_056_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7114,,,68,,42,2026-08-25T12:47:45
ae_adwin_lstm,TSB-M-OOD_056_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5573,0.5237,0.9475,1101,5.0,42,2026-08-25T12:47:47
tdivdm,TSB-M-OOD_056_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.4703,0.425,0.9327,1101,,42,2026-08-25T12:47:56
driftlens,TSB-M-OOD_059_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.1263,,,62,,42,2026-08-25T12:51:14
ae_adwin_lstm,TSB-M-OOD_059_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5478,0.3907,0.9701,1001,0.0,42,2026-08-25T12:51:17
tdivdm,TSB-M-OOD_059_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.9025,0.8218,0.5377,1001,,42,2026-08-25T12:51:26
driftlens,TSB-M-OOD_060_SEG_175001_050_GHL_id_19_Sensor_tr_43750,M,OOD,none,batch_level,batch_auroc,0.2812,,,34,,42,2026-08-25T12:53:19
ae_adwin_lstm,TSB-M-OOD_060_SEG_175001_050_GHL_id_19_Sensor_tr_43750,M,OOD,none,ordered_per_window,per_sample_auroc,0.7481,0.7605,0.6512,548,6.0,42,2026-08-25T12:53:20
tdivdm,TSB-M-OOD_060_SEG_175001_050_GHL_id_19_Sensor_tr_43750,M,OOD,none,ordered_per_window,per_sample_auroc,0.9294,0.9601,0.9419,548,,42,2026-08-25T12:53:26
driftlens,TSB-M-OOD_062_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7114,,,68,,42,2026-08-25T12:58:34
ae_adwin_lstm,TSB-M-OOD_062_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5558,0.5227,0.9475,1103,5.0,42,2026-08-25T12:58:36
tdivdm,TSB-M-OOD_062_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.4703,0.4258,0.9327,1103,,42,2026-08-25T12:58:58
driftlens,TSB-M-OOD_065_SEG_200001_051_GHL_id_20_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.053,,,40,,42,2026-08-25T13:01:24
ae_adwin_lstm,TSB-M-OOD_065_SEG_200001_051_GHL_id_20_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.7714,0.7256,0.6733,642,21.0,42,2026-08-25T13:01:26
tdivdm,TSB-M-OOD_065_SEG_200001_051_GHL_id_20_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8485,0.7905,0.25,642,,42,2026-08-25T13:01:33
driftlens,TSB-M-OOD_068_SEG_200001_054_GHL_id_23_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.1662,,,60,,42,2026-08-25T13:06:07
ae_adwin_lstm,TSB-M-OOD_068_SEG_200001_054_GHL_id_23_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.6867,0.4922,0.7409,966,7.0,42,2026-08-25T13:06:08
tdivdm,TSB-M-OOD_068_SEG_200001_054_GHL_id_23_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8046,0.7154,0.7204,966,,42,2026-08-25T13:06:19
driftlens,TSB-M-OOD_069_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7114,,,68,,42,2026-08-25T13:10:04
ae_adwin_lstm,TSB-M-OOD_069_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.555,0.5199,0.9475,1097,5.0,42,2026-08-25T13:10:05
tdivdm,TSB-M-OOD_069_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.4669,0.4126,0.9327,1097,,42,2026-08-25T13:10:16
driftlens,TSB-M-OOD_070_SEG_200001_056_GHL_id_25_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.2597,,,51,,42,2026-08-25T13:12:22
ae_adwin_lstm,TSB-M-OOD_070_SEG_200001_056_GHL_id_25_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.6771,0.5217,0.7475,819,4.0,42,2026-08-25T13:12:24
tdivdm,TSB-M-OOD_070_SEG_200001_056_GHL_id_25_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8891,0.8916,0.6768,819,,42,2026-08-25T13:12:31
driftlens,TSB-M-OOD_071_SEG_200001_053_GHL_id_22_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.2221,,,60,,42,2026-08-25T13:16:55
ae_adwin_lstm,TSB-M-OOD_071_SEG_200001_053_GHL_id_22_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.6635,0.5886,0.8634,973,3.0,42,2026-08-25T13:16:57
tdivdm,TSB-M-OOD_071_SEG_200001_053_GHL_id_22_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.6951,0.5319,0.4907,973,,42,2026-08-25T13:17:10
driftlens,TSB-M-OOD_074_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.1263,,,62,,42,2026-08-25T13:21:17
ae_adwin_lstm,TSB-M-OOD_074_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5478,0.3907,0.9701,1001,0.0,42,2026-08-25T13:21:18
tdivdm,TSB-M-OOD_074_SEG_200001_042_GHL_id_11_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.9025,0.8218,0.5377,1001,,42,2026-08-25T13:21:28
driftlens,TSB-M-OOD_075_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7114,,,68,,42,2026-08-25T13:25:13
ae_adwin_lstm,TSB-M-OOD_075_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5545,0.5193,0.9475,1097,5.0,42,2026-08-25T13:25:15
tdivdm,TSB-M-OOD_075_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.467,0.4126,0.9327,1097,,42,2026-08-25T13:25:27
driftlens,TSB-M-OOD_076_SEG_200001_055_GHL_id_24_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.3176,,,52,,42,2026-08-25T13:28:56
ae_adwin_lstm,TSB-M-OOD_076_SEG_200001_055_GHL_id_24_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.3917,0.2735,0.9422,841,14.0,42,2026-08-25T13:28:58
tdivdm,TSB-M-OOD_076_SEG_200001_055_GHL_id_24_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.6274,0.3756,0.7671,841,,42,2026-08-25T13:29:16
driftlens,TSB-M-OOD_077_SEG_200001_041_GHL_id_10_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.1536,,,35,,42,2026-08-25T13:30:33
ae_adwin_lstm,TSB-M-OOD_077_SEG_200001_041_GHL_id_10_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.7918,0.8168,0.809,569,3.0,42,2026-08-25T13:30:34
tdivdm,TSB-M-OOD_077_SEG_200001_041_GHL_id_10_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8928,0.9148,0.5993,569,,42,2026-08-25T13:30:43
driftlens,TSB-M-OOD_078_SEG_200001_034_GHL_id_3_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.1975,,,54,,42,2026-08-25T13:33:14
ae_adwin_lstm,TSB-M-OOD_078_SEG_200001_034_GHL_id_3_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.7691,0.6092,0.5507,875,5.0,42,2026-08-25T13:33:15
tdivdm,TSB-M-OOD_078_SEG_200001_034_GHL_id_3_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.66,0.5178,0.9965,875,,42,2026-08-25T13:33:22
driftlens,TSB-M-OOD_080_SEG_200001_055_GHL_id_24_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.3176,,,52,,42,2026-08-25T13:36:59
ae_adwin_lstm,TSB-M-OOD_080_SEG_200001_055_GHL_id_24_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.3917,0.2735,0.9422,841,14.0,42,2026-08-25T13:37:01
tdivdm,TSB-M-OOD_080_SEG_200001_055_GHL_id_24_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.6274,0.3756,0.7671,841,,42,2026-08-25T13:37:13
driftlens,TSB-M-OOD_081_SEG_200001_041_GHL_id_10_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.1536,,,35,,42,2026-08-25T13:38:29
ae_adwin_lstm,TSB-M-OOD_081_SEG_200001_041_GHL_id_10_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.7918,0.8168,0.809,569,3.0,42,2026-08-25T13:38:30
tdivdm,TSB-M-OOD_081_SEG_200001_041_GHL_id_10_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8928,0.9148,0.5993,569,,42,2026-08-25T13:38:35
driftlens,TSB-M-OOD_082_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,batch_level,batch_auroc,0.3333,,,8,,42,2026-08-25T13:39:11
ae_adwin_lstm,TSB-M-OOD_082_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,ordered_per_window,per_sample_auroc,0.4986,0.4935,1.0,131,10.0,42,2026-08-25T13:39:11
tdivdm,TSB-M-OOD_082_SEG_16220_001_Genesis_id_1_Sensor_tr_405,M,OOD,none,ordered_per_window,per_sample_auroc,0.8186,0.8165,0.8493,131,,42,2026-08-25T13:39:13
driftlens,TSB-M-OOD_085_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.7114,,,68,,42,2026-08-25T13:43:38
ae_adwin_lstm,TSB-M-OOD_085_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5543,0.5205,0.9475,1101,5.0,42,2026-08-25T13:43:44
tdivdm,TSB-M-OOD_085_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.4676,0.4162,0.9343,1101,,42,2026-08-25T13:45:21
driftlens,TSB-M-OOD_086_SEG_200001_038_GHL_id_7_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.1034,,,48,,42,2026-08-25T13:48:47
ae_adwin_lstm,TSB-M-OOD_086_SEG_200001_038_GHL_id_7_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.6946,0.592,0.7335,768,1.0,42,2026-08-25T13:48:48
tdivdm,TSB-M-OOD_086_SEG_200001_038_GHL_id_7_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.5584,0.3794,0.678,768,,42,2026-08-25T13:49:05
driftlens,TSB-M-OOD_087_SEG_200001_047_GHL_id_16_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.2403,,,42,,42,2026-08-25T13:50:46
ae_adwin_lstm,TSB-M-OOD_087_SEG_200001_047_GHL_id_16_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.569,0.5606,0.8615,679,17.0,42,2026-08-25T13:50:47
tdivdm,TSB-M-OOD_087_SEG_200001_047_GHL_id_16_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.7177,0.7451,0.9668,679,,42,2026-08-25T13:50:52
driftlens,TSB-M-OOD_088_SEG_200001_052_GHL_id_21_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.0527,,,46,,42,2026-08-25T13:53:05
ae_adwin_lstm,TSB-M-OOD_088_SEG_200001_052_GHL_id_21_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5586,0.4256,0.9477,745,15.0,42,2026-08-25T13:53:07
tdivdm,TSB-M-OOD_088_SEG_200001_052_GHL_id_21_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.7961,0.678,0.671,745,,42,2026-08-25T13:53:18
driftlens,TSB-M-OOD_089_SEG_200001_043_GHL_id_12_Sensor_tr_39938,M,OOD,none,batch_level,batch_auroc,0.0833,,,29,,42,2026-08-25T13:54:26
ae_adwin_lstm,TSB-M-OOD_089_SEG_200001_043_GHL_id_12_Sensor_tr_39938,M,OOD,none,ordered_per_window,per_sample_auroc,0.793,0.8352,0.617,476,7.0,42,2026-08-25T13:54:26
tdivdm,TSB-M-OOD_089_SEG_200001_043_GHL_id_12_Sensor_tr_39938,M,OOD,none,ordered_per_window,per_sample_auroc,0.8637,0.8849,0.4043,476,,42,2026-08-25T13:54:30
driftlens,TSB-M-OOD_090_SEG_200001_052_GHL_id_21_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.0527,,,46,,42,2026-08-25T13:57:51
ae_adwin_lstm,TSB-M-OOD_090_SEG_200001_052_GHL_id_21_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5586,0.4256,0.9477,745,15.0,42,2026-08-25T13:57:52
tdivdm,TSB-M-OOD_090_SEG_200001_052_GHL_id_21_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.7961,0.678,0.671,745,,42,2026-08-25T13:58:01
driftlens,TSB-M-OOD_092_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,batch_level,batch_auroc,0.4467,,,43,,42,2026-08-25T14:00:47
ae_adwin_lstm,TSB-M-OOD_092_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5692,0.4889,0.7719,700,7.0,42,2026-08-25T14:00:49
tdivdm,TSB-M-OOD_092_SEG_200001_045_GHL_id_14_Sensor_tr_50000,M,OOD,none,ordered_per_window,per_sample_auroc,0.8945,0.8795,0.4987,700,,42,2026-08-25T14:00:57
driftlens,TSB-M-OOD_093_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,batch_level,batch_auroc,0.719,,,69,,42,2026-08-25T14:07:05
ae_adwin_lstm,TSB-M-OOD_093_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.5524,0.5202,0.9475,1106,5.0,42,2026-08-25T14:07:14
tdivdm,TSB-M-OOD_093_SEG_217624_115_PSM_id_1_Facility_tr_5000,M,OOD,none,ordered_per_window,per_sample_auroc,0.4712,0.4263,0.9327,1106,,42,2026-08-25T14:07:32
driftlens,TSB-M-OOD_095_SEG_200001_033_GHL_id_2_Sensor_tr_50000_,M,OOD,none,batch_level,batch_auroc,0.4296,,,33,,42,2026-08-25T14:09:43
ae_adwin_lstm,TSB-M-OOD_095_SEG_200001_033_GHL_id_2_Sensor_tr_50000_,M,OOD,none,ordered_per_window,per_sample_auroc,0.721,0.7427,0.7238,541,7.0,42,2026-08-25T14:09:44
